"target_function","core_scope","unique_ioctls_calling_this","ioctl_list","file"
"__compiletime_assert_640","1_Driver",2,"v4l_qbuf, v4l_streamon","vdec_av1_req_lat_if.c"
"__compiletime_assert_640","1_Driver",2,"v4l_qbuf, v4l_streamon","camss-video.c"
"__compiletime_assert_640","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"__compiletime_assert_640","1_Driver",2,"v4l_qbuf, v4l_streamon","wave5-hw.c"
"__compiletime_assert_640","1_Driver",2,"v4l_qbuf, v4l_streamon","vsp1_histo.c"
"__compiletime_assert_640","1_Driver",2,"v4l_qbuf, v4l_streamon","imx8-isi-pipe.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","j721e-csi2rx.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","vdec_av1_req_lat_if.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","camss-video.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","wave5-hw.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","vsp1_histo.c"
"__compiletime_assert_640","2_SubSystem",2,"v4l_qbuf, v4l_streamon","imx8-isi-pipe.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","j721e-csi2rx.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","vdec_av1_req_lat_if.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","camss-video.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","vdec.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","wave5-vpu-enc.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","wave5-hw.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","snps_hdmirx.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","vsp1_histo.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","imx8-isi-video.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","imx8-isi-pipe.c"
"__compiletime_assert_636","1_Driver",2,"v4l_qbuf, v4l_streamon","vsp1_brx.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","j721e-csi2rx.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","vdec_av1_req_lat_if.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","camss-video.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","vdec.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","wave5-vpu-enc.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","wave5-hw.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","snps_hdmirx.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","vsp1_histo.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","imx8-isi-video.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","imx8-isi-pipe.c"
"__compiletime_assert_636","2_SubSystem",2,"v4l_qbuf, v4l_streamon","vsp1_brx.c"
"config_registers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_registers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"rockchip_av1_default_coeff_probs","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_default_coeff_probs","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_set_default_cdfs","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_set_default_cdfs","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_get_cdfs","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_get_cdfs","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_store_cdfs","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_store_cdfs","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_av1_entropymode.c"
"rockchip_av1_generate_chroma_grain_block","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_av1_filmgrain.c"
"rockchip_av1_generate_chroma_grain_block","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_av1_filmgrain.c"
"rockchip_av1_generate_luma_grain_block","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_av1_filmgrain.c"
"rockchip_av1_generate_luma_grain_block","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_av1_filmgrain.c"
"hantro_g2_check_idle","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_check_idle","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_vp9_dec_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_vp9.c"
"hantro_vp9_dec_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_vp9.c"
"hantro_g2_vp9_dec_done","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_g2_vp9_dec_done","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_g2_vp9_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_g2_vp9_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_vp8_prob_update","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_vp8.c"
"hantro_vp8_prob_update","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_vp8.c"
"hantro_vp8_dec_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_vp8.c"
"hantro_vp8_dec_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_vp8.c"
"rockchip_vpu2_vp8_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"rockchip_vpu2_vp8_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"hantro_g1_vp8_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"hantro_g1_vp8_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"hantro_mpeg2_dec_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_mpeg2.c"
"hantro_mpeg2_dec_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_mpeg2.c"
"hantro_mpeg2_dec_copy_qtable","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_mpeg2.c"
"hantro_mpeg2_dec_copy_qtable","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_mpeg2.c"
"rockchip_vpu2_mpeg2_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_mpeg2_dec.c"
"rockchip_vpu2_mpeg2_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_mpeg2_dec.c"
"hantro_g1_mpeg2_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_mpeg2_dec.c"
"hantro_g1_mpeg2_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_mpeg2_dec.c"
"hantro_g2_chroma_compress_offset","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_chroma_compress_offset","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_luma_compress_offset","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_luma_compress_offset","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_motion_vectors_offset","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_motion_vectors_offset","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_chroma_offset","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_chroma_offset","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_hevc_compressed_size","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hw.h"
"hantro_hevc_compressed_size","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hw.h"
"hantro_hevc_chroma_compressed_size","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hw.h"
"hantro_hevc_chroma_compressed_size","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hw.h"
"hantro_hevc_luma_compressed_size","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hw.h"
"hantro_hevc_luma_compressed_size","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hw.h"
"rockchip_vpu981_av1_dec_done","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"rockchip_vpu981_av1_dec_done","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"rockchip_vpu981_av1_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"rockchip_vpu981_av1_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"rockchip_vpu981_av1_dec_init","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"rockchip_vpu981_av1_dec_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu981_hw_av1_dec.c"
"hantro_hevc_add_ref_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_add_ref_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_get_ref_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_get_ref_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_ref_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_ref_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_dec_prepare_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_dec_prepare_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_g2_hevc_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"hantro_g2_hevc_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"hantro_hevc_dec_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_hevc_dec_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_hevc.c"
"hantro_h264_dec_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_h264_dec_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_g1_h264_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_h264_dec.c"
"hantro_g1_h264_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_h264_dec.c"
"rockchip_vpu2_h264_dec_run","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_h264_dec.c"
"rockchip_vpu2_h264_dec_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_h264_dec.c"
"hantro_h264_dec_prepare_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_h264_dec_prepare_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_h264_get_ref_nbr","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_h264_get_ref_nbr","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_h264_get_ref_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"hantro_h264_get_ref_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h264.c"
"rockchip_vpu2_jpeg_enc_done","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_jpeg_enc.c"
"rockchip_vpu2_jpeg_enc_done","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_jpeg_enc.c"
"hantro_h1_jpeg_enc_done","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_jpeg_enc_done","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"rockchip_vpu2_jpeg_enc_run","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_jpeg_enc.c"
"rockchip_vpu2_jpeg_enc_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_jpeg_enc.c"
"hantro_h1_jpeg_enc_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_h1_jpeg_enc_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_h1_jpeg_enc.c"
"hantro_g1_reset","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1.c"
"hantro_g1_reset","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1.c"
"hantro_end_prepare_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_end_prepare_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_start_prepare_run","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_start_prepare_run","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_irq_done","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_irq_done","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_postproc_free","1_Driver",2,"v4l_reqbufs, v4l_streamoff","hantro_postproc.c"
"hantro_postproc_free","2_SubSystem",2,"v4l_reqbufs, v4l_streamoff","hantro_postproc.c"
"hantro_postproc_init","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"hantro_postproc_init","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"hantro_postproc_enable","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"hantro_postproc_disable","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"hantro_postproc_disable","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"vb2_to_hantro_decoded_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vb2_to_hantro_decoded_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_get_dec_buf_addr","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_get_dec_buf_addr","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_postproc_get_dec_buf_addr","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"hantro_postproc_get_dec_buf_addr","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_postproc.c"
"hantro_get_dst_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_get_dst_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_get_src_buf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_get_src_buf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_reg_write","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_reg_write","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_read_mask","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_read_mask","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_read","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_read","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_write_addr","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_write_addr","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_write","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_write","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_write_relaxed","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vdpu_write_relaxed","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vepu_read","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vepu_read","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vepu_write","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vepu_write","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vepu_write_relaxed","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro.h"
"vepu_write_relaxed","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro.h"
"hantro_get_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_get_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_get_ctrl","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_get_ctrl","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_job_finish","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_job_finish","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_job_finish_no_pm","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"hantro_job_finish_no_pm","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_drv.c"
"set_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_h264_dec.c"
"set_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"set_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_h264_dec.c"
"set_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_h264_dec.c"
"set_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"set_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_h264_dec.c"
"set_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_h264_dec.c"
"set_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"set_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_h264_dec.c"
"set_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_h264_dec.c"
"set_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"set_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_h264_dec.c"
"hantro_g1_mpeg2_dec_set_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_mpeg2_dec.c"
"hantro_g1_mpeg2_dec_set_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_mpeg2_dec.c"
"hantro_g1_mpeg2_dec_set_quantisation","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_mpeg2_dec.c"
"hantro_g1_mpeg2_dec_set_quantisation","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_mpeg2_dec.c"
"cfg_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_buffers","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_buffers","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_ref","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_ref","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_tap","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_tap","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_tap","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_tap","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_parts","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_parts","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_parts","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_parts","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_qp","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_qp","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_qp","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_qp","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_lf","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_lf","1_Driver",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"cfg_lf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g1_vp8_dec.c"
"cfg_lf","2_SubSystem",2,"v4l_qbuf, v4l_streamon","rockchip_vpu2_hw_vp8_dec.c"
"hantro_g2_mv_size","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"hantro_g2_mv_size","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2.c"
"prepare_scaling_list_buffer","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"prepare_scaling_list_buffer","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"set_ref_pic_list","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"set_ref_pic_list","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"compute_header_skip_length","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"compute_header_skip_length","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"prepare_tile_info_buffer","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"prepare_tile_info_buffer","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_hevc_dec.c"
"config_source","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_source","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_seg_map","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_seg_map","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_counts","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_counts","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_probs","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_probs","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_compound_reference","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_compound_reference","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_others","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_others","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_interp_filter_from_v4l2","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"hantro_interp_filter_from_v4l2","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_quant","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_quant","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"is_lossless","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"is_lossless","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_bit_depth","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_bit_depth","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_picture_dimensions","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_picture_dimensions","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_loop_filter","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_loop_filter","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_segment","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"config_segment","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"feat_val_clip3","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"feat_val_clip3","2_SubSystem",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
"clip3","1_Driver",2,"v4l_qbuf, v4l_streamon","hantro_g2_vp9_dec.c"
